date,open,high,low,close,volume,closeadj,change,pct_chg,sin_time_id,cos_time_id
2016-06-09,11.505,11.863,11.48,11.845,47216668,11.636,-0.295,-2.491,0.9681,-1.0
2016-06-10,11.705,11.81,11.535,11.55,40002368,11.346,0.147,1.273,0.8978,-1.0
2016-06-13,11.562,11.925,11.562,11.697,47558696,11.491,0.023,0.197,0.4853,-1.0
2016-06-14,11.67,11.775,11.539,11.72,29834556,11.513,0.12,1.024,0.2994,-1.0
2016-06-15,11.818,11.943,11.688,11.84,30103472,11.631,0.047,0.397,0.1012,-1.0
2016-06-16,11.752,11.908,11.638,11.887,24645712,11.678,-0.207,-1.741,-0.1012,-1.0
2016-06-17,11.902,11.905,11.633,11.68,47100192,11.474,0.21,1.798,-0.2994,-1.0
2016-06-20,11.867,12.043,11.86,11.89,29376920,11.68,-0.072,-0.606,-0.7908,-1.0
2016-06-21,11.94,11.973,11.8,11.818,21250644,11.609,-0.011,-0.093,-0.8978,-1.0
2016-06-22,11.842,11.92,11.787,11.807,20262064,11.599,0.316,2.676,-0.9681,-1.0
2016-06-23,11.92,12.135,11.912,12.123,29787976,11.909,-0.691,-5.7,-0.9987,-1.0
2016-06-24,11.625,11.84,11.325,11.432,101768444,11.231,-0.122,-1.067,-0.9885,-1.0
2016-06-27,11.338,11.425,11.143,11.31,45033948,11.111,0.165,1.459,-0.7248,-1.0
2016-06-28,11.525,11.537,11.318,11.475,38191920,11.273,0.187,1.63,-0.5713,-1.0
2016-06-29,11.575,11.752,11.545,11.662,31893056,11.457,0.09,0.772,-0.3944,-1.0
2016-06-30,11.682,11.825,11.588,11.752,43093900,11.545,-0.087,-0.74,-0.2013,-1.0
2016-07-01,11.688,11.84,11.625,11.665,21848792,11.459,0.173,1.483,0.2013,-0.866
2016-07-05,11.6,11.857,11.508,11.838,37108244,11.629,0.074,0.625,0.8486,-0.866
2016-07-06,11.755,11.981,11.695,11.912,27310376,11.702,0.311,2.611,0.9378,-0.866
2016-07-07,11.992,12.265,11.938,12.223,39539968,12.007,0.49,4.009,0.9885,-0.866
2016-07-08,12.352,12.773,12.305,12.713,48193092,12.488,0.292,2.297,0.9987,-0.866
2016-07-11,12.895,13.1,12.88,13.005,44877748,12.776,0.195,1.499,0.7908,-0.866
2016-07-12,13.15,13.32,12.985,13.2,43676180,12.967,-0.005,-0.038,0.6514,-0.866
2016-07-13,13.225,13.3,13.175,13.195,32460520,12.962,0.135,1.023,0.4853,-0.866
2016-07-14,13.265,13.45,13.155,13.33,31689132,13.095,-0.155,-1.163,0.2994,-0.866
2016-07-15,13.16,13.234,12.96,13.175,42861428,12.943,0.067,0.509,0.1012,-0.866
2016-07-18,13.338,13.357,13.193,13.242,25299352,13.009,0.138,1.042,-0.4853,-0.866
2016-07-19,13.235,13.432,13.21,13.38,38265000,13.144,0.175,1.308,-0.6514,-0.866
2016-07-20,13.425,13.626,13.37,13.555,29646008,13.316,-0.25,-1.844,-0.7908,-0.866
2016-07-21,13.525,13.568,13.26,13.305,36130788,13.07,0.363,2.728,-0.8978,-0.866
2016-07-22,13.352,13.668,13.255,13.668,31576660,13.426,0.252,1.844,-0.9681,-0.866
2016-07-25,13.75,13.953,13.69,13.92,31252844,13.675,0.238,1.71,-0.9378,-0.866
2016-07-26,14.043,14.23,14.023,14.158,51450956,13.908,-0.143,-1.01,-0.8486,-0.866
2016-07-27,14.28,14.305,13.93,14.015,44667544,13.768,0.03,0.214,-0.7248,-0.866
2016-07-28,14.047,14.15,14.003,14.045,22191736,13.797,0.23,1.638,-0.5713,-0.866
2016-07-29,14.098,14.312,13.845,14.275,40958656,14.023,-0.093,-0.651,-0.3944,-0.866
2016-08-01,14.335,14.387,14.09,14.182,30111880,13.932,-0.172,-1.213,0.2013,-0.5
2016-08-02,14.25,14.258,13.875,14.01,28274880,13.763,0.037,0.264,0.3944,-0.5
2016-08-03,13.992,14.075,13.915,14.047,29982836,13.8,0.26,1.851,0.5713,-0.5
2016-08-04,14.115,14.373,14.088,14.307,27271212,14.055,0.243,1.698,0.7248,-0.5
2016-08-05,14.473,14.557,14.402,14.55,37158940,14.293,0.135,0.928,0.8486,-0.5
2016-08-08,14.75,14.785,14.53,14.685,30506412,14.426,0.038,0.259,0.9987,-0.5
2016-08-09,14.758,14.865,14.685,14.723,37234236,14.463,-0.096,-0.652,0.9681,-0.5
2016-08-10,14.852,14.875,14.581,14.627,37573812,14.37,0.298,2.037,0.8978,-0.5
2016-08-11,14.705,14.988,14.675,14.925,68106224,14.662,0.835,5.595,0.7908,-0.5
2016-08-12,15.475,15.845,15.158,15.76,142574568,15.482,-0.015,-0.095,0.6514,-0.5
2016-08-15,15.777,15.874,15.533,15.745,57330468,15.467,-0.095,-0.603,0.1012,-0.5
2016-08-16,15.723,15.748,15.602,15.65,28765380,15.374,-0.363,-2.319,-0.1012,-0.5
2016-08-17,15.65,15.685,15.164,15.287,59521216,15.018,0.238,1.557,-0.2994,-0.5
2016-08-18,15.265,15.55,15.205,15.525,33168380,15.251,0.04,0.258,-0.4853,-0.5
2016-08-19,15.518,15.682,15.45,15.565,29155912,15.291,0.065,0.418,-0.6514,-0.5
2016-08-22,15.613,15.653,15.428,15.63,24474732,15.354,0.097,0.621,-0.9681,-0.5
2016-08-23,15.76,15.83,15.682,15.727,33976232,15.478,-0.242,-1.539,-0.9987,-0.5
2016-08-24,15.783,15.79,15.412,15.485,29844976,15.24,-0.102,-0.659,-0.9885,-0.5
2016-08-25,15.49,15.498,15.19,15.383,40603132,15.139,0.125,0.813,-0.9378,-0.5
2016-08-26,15.422,15.595,15.3,15.508,30002496,15.262,-0.01,-0.064,-0.8486,-0.5
2016-08-29,15.57,15.633,15.471,15.498,27465116,15.252,-0.09,-0.581,-0.3944,-0.5
2016-08-30,15.477,15.561,15.365,15.408,28554488,15.163,-0.073,-0.474,-0.2013,-0.5
2016-08-31,15.438,15.48,15.29,15.335,38854568,15.092,0.452,2.948,-0.0,-0.5
2016-09-01,15.348,15.845,15.335,15.787,42849220,15.537,-0.154,-0.975,0.2013,-0.0
2016-09-02,15.82,15.838,15.455,15.633,32314968,15.385,0.147,0.94,0.3944,-0.0
2016-09-06,15.688,15.78,15.607,15.78,30681280,15.53,-0.233,-1.477,0.9378,-0.0
2016-09-07,15.73,15.807,15.457,15.547,39798800,15.301,0.113,0.727,0.9885,-0.0
2016-09-08,15.533,15.685,15.355,15.66,31580876,15.412,-0.78,-4.981,0.9987,-0.0
2016-09-09,15.488,15.575,14.75,14.88,69775864,14.644,0.308,2.07,0.9681,-0.0
2016-09-12,14.682,15.216,14.329,15.188,59826096,14.947,-0.221,-1.455,0.6514,-0.0
2016-09-13,15.15,15.325,14.883,14.967,47176732,14.73,0.133,0.889,0.4853,-0.0
2016-09-14,15.002,15.15,14.877,15.1,31937304,14.861,0.572,3.788,0.2994,-0.0
2016-09-15,15.125,15.69,15.09,15.672,51539196,15.424,0.038,0.242,0.1012,-0.0
2016-09-16,15.727,15.812,15.53,15.71,90244596,15.461,0.208,1.324,-0.1012,-0.0
2016-09-19,15.875,16.315,15.803,15.918,41712828,15.665,-0.145,-0.911,-0.6514,-0.0
2016-09-20,16.1,16.1,15.685,15.773,33111328,15.523,0.442,2.802,-0.7908,-0.0
2016-09-21,15.82,16.245,15.818,16.215,33621348,15.958,0.04,0.247,-0.8978,-0.0
2016-09-22,16.31,16.36,16.163,16.255,30873148,15.998,-0.017,-0.105,-0.9681,-0.0
2016-09-23,16.275,16.323,16.165,16.238,27613376,15.98,-0.153,-0.942,-0.9987,-0.0
2016-09-26,16.052,16.15,15.883,16.085,23004140,15.83,0.55,3.419,-0.8486,-0.0
2016-09-27,16.023,16.66,16.015,16.635,40275076,16.372,0.06,0.361,-0.7248,-0.0
2016-09-28,16.66,16.707,16.483,16.695,31978804,16.431,0.155,0.928,-0.5713,-0.0
2016-09-29,16.668,16.902,16.513,16.85,33668544,16.583,0.28,1.662,-0.3944,-0.0
2016-09-30,16.942,17.297,16.843,17.13,42993216,16.859,-0.017,-0.099,-0.2013,-0.0
2016-10-03,17.13,17.378,17.083,17.113,24259412,16.841,-0.038,-0.222,0.5713,0.5
2016-10-04,17.137,17.425,16.948,17.075,28162580,16.805,-0.017,-0.1,0.7248,0.5
2016-10-05,17.22,17.395,17.005,17.058,30544036,16.787,-0.223,-1.307,0.8486,0.5
2016-10-06,16.852,16.957,16.565,16.835,36021268,16.568,-0.123,-0.731,0.9378,0.5
2016-10-07,16.948,16.992,16.665,16.712,28626008,16.448,0.063,0.377,0.9885,0.5
2016-10-10,16.8,16.89,16.617,16.775,28787472,16.509,-0.243,-1.449,0.8978,0.5
2016-10-11,16.72,16.745,16.405,16.532,38853904,16.271,0.076,0.46,0.7908,0.5
2016-10-12,16.465,16.695,16.328,16.608,41992100,16.344,-0.271,-1.632,0.6514,0.5
2016-10-13,16.413,16.45,15.925,16.337,39011640,16.079,0.16,0.979,0.4853,0.5
2016-10-14,16.538,16.65,16.4,16.497,33063404,16.236,-0.095,-0.576,0.2994,0.5
2016-10-17,16.495,16.65,16.38,16.402,19532640,16.143,0.25,1.524,-0.2994,0.5
2016-10-18,16.63,16.747,16.562,16.652,26937096,16.389,-0.035,-0.21,-0.4853,0.5
2016-10-19,16.54,16.695,16.455,16.617,19905848,16.354,0.316,1.902,-0.6514,0.5
2016-10-20,16.812,16.988,16.575,16.933,31208288,16.664,-0.048,-0.283,-0.7908,0.5
2016-10-21,16.872,16.915,16.725,16.885,27950616,16.618,0.792,4.691,-0.8978,0.5
2016-10-24,17.0,17.698,16.997,17.677,33983784,17.397,0.291,1.646,-0.9885,0.5
2016-10-25,17.648,18.075,17.562,17.968,39746128,17.683,0.072,0.401,-0.9378,0.5
2016-10-26,17.817,18.238,17.8,18.04,33379124,17.754,-0.37,-2.051,-0.8486,0.5
2016-10-27,18.177,18.212,17.596,17.67,38866488,17.39,-0.03,-0.17,-0.7248,0.5
2016-10-28,17.755,18.025,17.608,17.64,29085496,17.361,0.15,0.85,-0.5713,0.5
2016-10-31,17.698,17.906,17.688,17.79,25238872,17.508,-0.528,-2.968,-0.0,0.5
2016-11-01,17.855,17.953,17.073,17.262,47322516,16.989,-0.072,-0.417,0.2013,0.866
2016-11-02,17.395,17.63,17.159,17.19,29584924,16.918,-0.2,-1.163,0.3944,0.866
2016-11-03,17.27,17.285,16.66,16.99,30966372,16.721,-0.098,-0.577,0.5713,0.866
2016-11-04,16.878,17.183,16.644,16.892,32877960,16.625,0.925,5.476,0.7248,0.866
2016-11-07,17.387,17.93,17.375,17.817,48758096,17.535,-0.027,-0.152,0.9885,0.866
2016-11-08,17.885,17.942,17.625,17.79,42988428,17.508,-0.3,-1.686,0.9987,0.866
2016-11-09,17.308,17.725,17.18,17.49,45653016,17.213,-0.548,-3.133,0.9681,0.866
2016-11-10,17.872,17.875,16.69,16.942,86928156,16.674,5.05,29.808,0.8978,0.866
2016-11-11,19.878,22.192,19.625,21.992,217534532,21.644,-1.082,-4.92,0.7908,0.866
2016-11-14,22.023,22.047,20.905,20.91,134879652,20.579,0.637,3.046,0.2994,0.866
2016-11-15,21.073,21.863,20.983,21.547,62609032,21.206,1.36,6.312,0.1012,0.866
2016-11-16,21.835,23.139,21.586,22.907,98798576,22.545,0.191,0.834,-0.1012,0.866
2016-11-17,23.078,23.698,22.663,23.098,83298976,22.732,0.242,1.048,-0.2994,0.866
2016-11-18,23.556,23.582,22.95,23.34,57605996,22.97,-0.095,-0.407,-0.4853,0.866
2016-11-21,23.523,23.587,23.1,23.245,43643472,22.877,0.168,0.723,-0.8978,0.866
2016-11-22,23.325,23.435,23.095,23.413,33036928,23.042,0.079,0.337,-0.9681,0.866
2016-11-23,23.43,23.812,23.192,23.492,44323428,23.155,0.048,0.204,-0.9987,0.866
2016-11-25,23.367,23.775,23.352,23.54,19556312,23.202,-0.013,-0.055,-0.9378,0.866
2016-11-28,23.468,23.685,23.4,23.527,27873480,23.189,-0.215,-0.914,-0.5713,0.866
2016-11-29,23.5,23.61,23.133,23.312,44456748,22.977,-0.262,-1.124,-0.3944,0.866
2016-11-30,23.05,23.54,23.025,23.05,44050180,22.719,-1.14,-4.946,-0.2013,0.866
2016-12-01,23.025,23.043,21.192,21.91,103552296,21.595,0.203,0.927,0.2013,1.0
2016-12-02,21.715,22.2,21.28,22.113,47829200,21.795,0.857,3.876,0.3944,1.0
2016-12-05,22.497,23.152,22.25,22.97,60228500,22.64,0.378,1.646,0.8486,1.0
2016-12-06,23.052,23.433,22.892,23.348,49879500,23.012,0.419,1.795,0.9378,1.0
2016-12-07,23.21,23.825,23.025,23.767,48080372,23.426,-0.397,-1.67,0.9885,1.0
2016-12-08,23.797,24.155,23.263,23.37,38154408,23.034,-0.415,-1.776,0.9987,1.0
2016-12-09,23.55,23.567,22.677,22.955,38231196,22.625,-0.557,-2.426,0.9681,1.0
2016-12-12,22.462,22.488,21.885,22.398,60133200,22.076,0.395,1.764,0.6514,1.0
2016-12-13,22.523,23.073,22.512,22.793,38779496,22.465,1.32,5.791,0.4853,1.0
2016-12-14,23.135,24.277,22.892,24.113,98398152,23.766,0.564,2.339,0.2994,1.0
2016-12-15,24.225,24.985,24.15,24.677,74654612,24.323,0.425,1.722,0.1012,1.0
2016-12-16,24.957,25.175,24.431,25.102,108952732,24.742,0.305,1.215,-0.1012,1.0
2016-12-19,24.925,25.612,24.75,25.407,74465724,25.042,0.886,3.487,-0.6514,1.0
2016-12-20,26.145,26.532,26.03,26.293,84805732,25.915,0.164,0.624,-0.7908,1.0
2016-12-21,26.41,26.488,25.927,26.457,57613444,26.077,0.32,1.21,-0.8978,1.0
2016-12-22,26.705,27.218,26.633,26.777,71861036,26.393,0.668,2.495,-0.9681,1.0
2016-12-23,26.595,27.459,26.567,27.445,64769324,27.051,1.885,6.868,-0.9987,1.0
2016-12-27,28.015,29.34,27.805,29.33,119427368,28.908,-2.018,-6.88,-0.7248,1.0
2016-12-28,29.9,29.983,27.172,27.312,229576464,26.92,0.546,1.999,-0.5713,1.0
2016-12-29,26.225,27.872,25.7,27.858,217536728,27.457,-1.173,-4.211,-0.3944,1.0
2016-12-30,27.837,27.98,26.575,26.685,121293036,26.301,-1.182,-4.429,-0.2013,1.0
2017-01-03,26.1,26.593,24.845,25.503,150199504,25.136,0.595,2.333,0.5713,0.866
2017-01-04,25.85,26.375,25.383,26.098,119922024,25.722,-0.663,-2.54,0.7248,0.866
2017-01-05,26.133,26.455,25.262,25.435,98429528,25.069,0.34,1.337,0.8486,0.866
2017-01-06,25.712,26.062,25.3,25.775,82285664,25.405,1.045,4.054,0.9378,0.866
2017-01-09,25.875,27.0,25.875,26.82,91624900,26.434,-0.203,-0.757,0.9681,0.866
2017-01-10,26.953,27.297,26.407,26.617,88091876,26.235,-0.327,-1.229,0.8978,0.866
2017-01-11,26.5,26.55,26.038,26.29,52566352,25.912,-0.43,-1.636,0.7908,0.866
2017-01-12,26.058,26.175,25.405,25.86,62561656,25.488,-0.002,-0.008,0.6514,0.866
2017-01-13,25.9,26.25,25.765,25.858,45782172,25.486,-0.581,-2.247,0.4853,0.866
2017-01-17,25.75,25.8,25.142,25.277,58061036,24.914,0.461,1.824,-0.2994,0.866
2017-01-18,25.06,25.808,24.777,25.738,65442460,25.368,0.552,2.145,-0.4853,0.866
2017-01-19,25.767,26.615,25.745,26.29,64487112,25.912,-0.287,-1.092,-0.6514,0.866
2017-01-20,26.52,26.7,25.78,26.003,49202228,25.629,0.27,1.038,-0.7908,0.866
2017-01-23,25.95,26.475,25.925,26.273,36990556,25.895,0.559,2.128,-0.9987,0.866
2017-01-24,26.375,26.895,26.225,26.832,42805084,26.447,0.116,0.432,-0.9885,0.866
2017-01-25,27.262,27.325,26.584,26.948,52337996,26.56,0.465,1.726,-0.9378,0.866
2017-01-26,26.975,27.488,26.675,27.413,45879880,27.018,0.529,1.93,-0.8486,0.866
2017-01-27,27.483,27.973,27.212,27.942,47199716,27.541,-0.437,-1.564,-0.7248,0.866
2017-01-30,27.73,27.753,26.978,27.505,49600336,27.11,-0.21,-0.763,-0.2013,0.866
2017-01-31,27.238,27.512,27.05,27.295,36275460,26.903,1.193,4.371,-0.0,0.866
2017-02-01,27.645,28.53,27.465,28.488,59000328,28.078,0.36,1.264,0.2013,0.5
2017-02-02,28.325,28.935,28.015,28.848,48324160,28.433,-0.253,-0.877,0.3944,0.5
2017-02-03,28.863,28.975,28.475,28.595,37274532,28.184,0.733,2.563,0.5713,0.5
2017-02-06,28.5,29.332,28.5,29.328,50676820,28.906,0.454,1.548,0.9378,0.5
2017-02-07,29.675,30.23,29.475,29.782,74622268,29.354,-0.13,-0.437,0.9885,0.5
2017-02-08,29.6,29.828,29.095,29.652,44957948,29.226,-0.557,-1.878,0.9987,0.5
2017-02-09,29.715,29.765,28.9,29.095,84256712,28.677,-0.69,-2.372,0.9681,0.5
2017-02-10,29.983,30.175,28.15,28.405,165109364,27.997,-1.31,-4.612,0.8978,0.5
2017-02-13,28.348,28.495,27.05,27.095,118072284,26.706,0.1,0.369,0.4853,0.5
